full,city,state,extraversion,neuroticism,agreeableness,conscientiousness,openness,pop,lat,long,extraversion_scaled,neuroticism_scaled,agreeableness_scaled,conscientiousness_scaled,openness_scaled,extraversion_percentile,neuroticism_percentile,agreeableness_percentile,conscientiousness_percentile,openness_percentile
Wyoming MI,Wyoming,Michigan,-0.03,0.09,0.04,-0.05,-0.07,70474,42.89,-85.7,-0.19999999999999996,0.6875,0.16279069767441867,-0.3913043478260869,-0.435897435897436,0.17879948914431673,0.9489144316730523,0.6232439335887612,0.07151979565772669,0.08939974457215837
Bryan TX,Bryan,Texas,-0.07,0.03,-0.09,-0.01,-0.09,70386,30.67,-96.37,-0.4666666666666667,0.3125,-0.4418604651162791,-0.04347826086956519,-0.5384615384615385,0.024265644955300127,0.7305236270753512,0.04342273307790549,0.3397190293742018,0.034482758620689655
Union City CA,Union City,California,0.03,-0.08,0.07,-0.06,0.08,70125,37.6,-122.02,0.19999999999999996,-0.3750000000000001,0.30232558139534893,-0.4782608695652174,0.33333333333333326,0.7675606641123882,0.04342273307790549,0.8173690932311622,0.04469987228607918,0.8684546615581098
Appleton WI,Appleton,Wisconsin,-0.06,0,0.01,-0.01,-0.1,70090,44.27,-88.4,-0.4,0.125,0.023255813953488413,-0.04347826086956519,-0.5897435897435899,0.0421455938697318,0.5108556832694764,0.37420178799489145,0.3397190293742018,0.022988505747126436
Alameda CA,Alameda,California,-0.02,0.01,-0.04,-0.04,0.09,70069,37.77,-122.26,-0.1333333333333333,0.1875,-0.2093023255813954,-0.30434782608695654,0.3846153846153846,0.2656449553001277,0.5874840357598978,0.140485312899106,0.1111111111111111,0.8914431673052363
Lake Charles LA,Lake Charles,Louisiana,0.02,-0.03,0.04,0.04,0.01,69910,30.21,-93.2,0.1333333333333333,-0.0625,0.16279069767441867,0.39130434782608714,-0.02564102564102566,0.6730523627075351,0.2656449553001277,0.6232439335887612,0.8671775223499362,0.5325670498084292
Indio CA,Indio,California,-0.03,0.03,-0.05,-0.04,-0.02,69736,33.72,-116.23,-0.19999999999999996,0.3125,-0.2558139534883722,-0.30434782608695654,-0.17948717948717952,0.17879948914431673,0.7305236270753512,0.1111111111111111,0.1111111111111111,0.34227330779054915
Manteca CA,Manteca,California,-0.01,0.02,0.1,0,-0.03,69588,37.8,-121.22,-0.06666666666666676,0.24999999999999978,0.4418604651162792,0.04347826086956519,-0.23076923076923084,0.367816091954023,0.6564495530012772,0.9425287356321839,0.46998722860791825,0.2848020434227331
Kenner LA,Kenner,Louisiana,0.03,-0.02,0.02,-0.01,-0.06,69514,29.99,-90.25,0.19999999999999996,0,0.06976744186046502,-0.04347826086956519,-0.3846153846153847,0.7675606641123882,0.3397190293742018,0.46360153256704983,0.3397190293742018,0.12643678160919541
Passaic NJ,Passaic,New Jersey,0.01,0.03,-0.08,0.02,0.05,69035,40.86,-74.13,0.06666666666666665,0.3125,-0.39534883720930225,0.21739130434782616,0.1794871794871793,0.5632183908045977,0.7305236270753512,0.05236270753512133,0.6743295019157088,0.7586206896551724
Tustin CA,Tustin,California,0.02,0.02,0.11,-0.01,-0,69024,33.73,-117.81,0.1333333333333333,0.24999999999999978,0.4883720930232558,-0.04347826086956519,-0.07692307692307698,0.6730523627075351,0.6564495530012772,0.9655172413793104,0.3397190293742018,0.4661558109833972
Bend OR,Bend,Oregon,-0.08,-0.07,0.08,0.01,-0.11,68945,44.07,-121.31,-0.5333333333333334,-0.3125000000000001,0.34883720930232553,0.1304347826086958,-0.6410256410256411,0.008939974457215836,0.06385696040868455,0.8735632183908046,0.5593869731800766,0.01277139208173691
Rochester Hills MI,Rochester Hills,Michigan,0.02,-0.01,0.08,-0,0.06,68879,42.67,-83.16,0.1333333333333333,0.06249999999999978,0.34883720930232553,0.04347826086956519,0.23076923076923062,0.6730523627075351,0.43167305236270753,0.8735632183908046,0.46998722860791825,0.7994891443167306
Waukesha WI,Waukesha,Wisconsin,-0.03,0.03,0.01,-0.02,-0.03,68725,43.01,-88.24,-0.19999999999999996,0.3125,0.023255813953488413,-0.13043478260869568,-0.23076923076923084,0.17879948914431673,0.7305236270753512,0.37420178799489145,0.2515964240102171,0.2848020434227331
Redondo Beach CA,Redondo Beach,California,0.03,-0.07,0.09,-0.01,0.09,68669,33.86,-118.38,0.19999999999999996,-0.3125000000000001,0.39534883720930236,-0.04347826086956519,0.3846153846153846,0.7675606641123882,0.06385696040868455,0.9080459770114943,0.3397190293742018,0.8914431673052363
Asheville NC,Asheville,North Carolina,-0.07,0.04,0.05,0,0.01,68654,35.57,-82.55,-0.4666666666666667,0.375,0.2093023255813955,0.04347826086956519,-0.02564102564102566,0.024265644955300127,0.7969348659003831,0.6845466155810983,0.46998722860791825,0.5325670498084292
Jacksonville NC,Jacksonville,North Carolina,0.01,0.05,-0.03,0.02,-0.03,68201,34.76,-77.4,0.06666666666666665,0.4374999999999998,-0.16279069767441867,0.21739130434782616,-0.23076923076923084,0.5632183908045977,0.8326947637292464,0.16219667943805874,0.6743295019157088,0.2848020434227331
East Orange NJ,East Orange,New Jersey,0.03,-0.08,-0.07,0.02,0.13,68064,40.77,-74.21,0.19999999999999996,-0.3750000000000001,-0.34883720930232565,0.21739130434782616,0.5897435897435896,0.7675606641123882,0.04342273307790549,0.06768837803320563,0.6743295019157088,0.9604086845466155
Mount Vernon NY,Mount Vernon,New York,-0.01,0,-0.13,-0.06,0.01,68048,40.91,-73.83,-0.06666666666666676,0.125,-0.627906976744186,-0.4782608695652174,-0.02564102564102566,0.367816091954023,0.5108556832694764,0.017879948914431672,0.04469987228607918,0.5325670498084292
Pontiac MI,Pontiac,Michigan,0.02,0.02,-0.07,0.03,0.11,67952,42.65,-83.29,0.1333333333333333,0.24999999999999978,-0.34883720930232565,0.30434782608695654,0.487179487179487,0.6730523627075351,0.6564495530012772,0.06768837803320563,0.776500638569604,0.9310344827586207
Gastonia NC,Gastonia,North Carolina,0.01,0.07,0.07,-0.01,0.01,67937,35.25,-81.17,0.06666666666666665,0.5625,0.30232558139534893,-0.04347826086956519,-0.02564102564102566,0.5632183908045977,0.9003831417624522,0.8173690932311622,0.3397190293742018,0.5325670498084292
Mountain View CA,Mountain View,California,-0.04,-0.04,0.04,-0.03,0.05,67788,37.4,-122.08,-0.2666666666666667,-0.1250000000000001,0.16279069767441867,-0.21739130434782605,0.1794871794871793,0.10983397190293742,0.19284802043422733,0.6232439335887612,0.17879948914431673,0.7586206896551724
Boynton Beach FL,Boynton Beach,Florida,-0.01,-0.03,-0,-0.01,0.03,67720,26.53,-80.08,-0.06666666666666676,-0.0625,-0.023255813953488413,-0.04347826086956519,0.07692307692307687,0.367816091954023,0.2656449553001277,0.3090676883780332,0.3397190293742018,0.6564495530012772
Lorain OH,Lorain,Ohio,0,0.04,0.02,0.05,0.04,67692,41.44,-82.18,0,0.375,0.06976744186046502,0.4782608695652173,0.1282051282051282,0.48148148148148145,0.7969348659003831,0.46360153256704983,0.9169859514687101,0.7113665389527458
Brooklyn Park MN,Brooklyn Park,Minnesota,0.02,-0.02,0.09,0.01,0,67660,45.11,-93.35,0.1333333333333333,0,0.39534883720930236,0.1304347826086958,-0.07692307692307698,0.6730523627075351,0.3397190293742018,0.9080459770114943,0.5593869731800766,0.4661558109833972
Hoover AL,Hoover,Alabama,-0.01,0.03,0.04,0.02,-0.02,67576,33.38,-86.82,-0.06666666666666676,0.3125,0.16279069767441867,0.21739130434782616,-0.17948717948717952,0.367816091954023,0.7305236270753512,0.6232439335887612,0.6743295019157088,0.34227330779054915
Baytown TX,Baytown,Texas,-0.04,0.03,0.03,0.01,-0.05,67487,29.75,-94.97,-0.2666666666666667,0.3125,0.11627906976744184,0.1304347826086958,-0.33333333333333337,0.10983397190293742,0.7305236270753512,0.5389527458492975,0.5593869731800766,0.17624521072796934
Pleasanton CA,Pleasanton,California,0.02,0,0.06,-0.02,0.04,67119,37.67,-121.89,0.1333333333333333,0.125,0.2558139534883721,-0.13043478260869568,0.1282051282051282,0.6730523627075351,0.5108556832694764,0.7535121328224776,0.2515964240102171,0.7113665389527458
Kissimmee FL,Kissimmee,Florida,-0.04,0.03,-0.06,0.02,0.04,67085,28.3,-81.41,-0.2666666666666667,0.3125,-0.3023255813953488,0.21739130434782616,0.1282051282051282,0.10983397190293742,0.7305236270753512,0.08556832694763729,0.6743295019157088,0.7113665389527458
Laguna Niguel CA,Laguna Niguel,California,0.02,-0.01,-0.01,-0.03,-0.02,67009,33.53,-117.7,0.1333333333333333,0.06249999999999978,-0.06976744186046513,-0.21739130434782605,-0.17948717948717952,0.6730523627075351,0.43167305236270753,0.24521072796934865,0.17879948914431673,0.34227330779054915
Davis CA,Davis,California,-0.02,0,0.06,-0.07,0.03,66992,38.55,-121.74,-0.1333333333333333,0.125,0.2558139534883721,-0.5652173913043479,0.07692307692307687,0.2656449553001277,0.5108556832694764,0.7535121328224776,0.02554278416347382,0.6564495530012772
Pico Rivera CA,Pico Rivera,California,0.01,-0.06,0.04,-0.03,-0,66874,33.99,-118.09,0.06666666666666665,-0.25,0.16279069767441867,-0.21739130434782605,-0.07692307692307698,0.5632183908045977,0.09578544061302682,0.6232439335887612,0.17879948914431673,0.4661558109833972
Rio Rancho NM,Rio Rancho,New Mexico,-0,-0.05,0.05,0.04,-0,66833,35.27,-106.66,0,-0.1875,0.2093023255813955,0.39130434782608714,-0.07692307692307698,0.48148148148148145,0.13026819923371646,0.6845466155810983,0.8671775223499362,0.4661558109833972
Delray Beach FL,Delray Beach,Florida,0.02,-0.01,-0.02,0.03,0.09,66633,26.45,-80.09,0.1333333333333333,0.06249999999999978,-0.11627906976744184,0.30434782608695654,0.3846153846153846,0.6730523627075351,0.43167305236270753,0.20178799489144317,0.776500638569604,0.8914431673052363
Deerfield Beach FL,Deerfield Beach,Florida,0.02,-0.01,0.05,0.02,0,66628,26.31,-80.12,0.1333333333333333,0.06249999999999978,0.2093023255813955,0.21739130434782616,-0.07692307692307698,0.6730523627075351,0.43167305236270753,0.6845466155810983,0.6743295019157088,0.4661558109833972
Fayetteville AR,Fayetteville,Arkansas,-0.04,0.05,0.07,-0.01,0.03,66288,36.07,-94.16,-0.2666666666666667,0.4374999999999998,0.30232558139534893,-0.04347826086956519,0.07692307692307687,0.10983397190293742,0.8326947637292464,0.8173690932311622,0.3397190293742018,0.6564495530012772
Union City NJ,Union City,New Jersey,0.01,0.04,-0.12,-0.04,0.04,65939,40.77,-74.03,0.06666666666666665,0.375,-0.5813953488372093,-0.30434782608695654,0.1282051282051282,0.5632183908045977,0.7969348659003831,0.021711366538952746,0.1111111111111111,0.7113665389527458
Yorba Linda CA,Yorba Linda,California,0.05,-0.01,0.01,-0.05,0.03,65932,33.89,-117.77,0.3333333333333335,0.06249999999999978,0.023255813953488413,-0.3913043478260869,0.07692307692307687,0.8837803320561941,0.43167305236270753,0.37420178799489145,0.07151979565772669,0.6564495530012772
League City TX,League City,Texas,0.02,0,-0.02,-0.01,-0.05,65696,29.49,-95.11,0.1333333333333333,0.125,-0.11627906976744184,-0.04347826086956519,-0.33333333333333337,0.6730523627075351,0.5108556832694764,0.20178799489144317,0.3397190293742018,0.17624521072796934
Lynchburg VA,Lynchburg,Virginia,-0,0.02,-0,-0.04,-0.03,65485,37.4,-79.19,0,0.24999999999999978,-0.023255813953488413,-0.30434782608695654,-0.23076923076923084,0.48148148148148145,0.6564495530012772,0.3090676883780332,0.1111111111111111,0.2848020434227331
Walnut Creek CA,Walnut Creek,California,0.03,-0.03,0.05,-0.03,0.12,65334,37.9,-122.04,0.19999999999999996,-0.0625,0.2093023255813955,-0.21739130434782605,0.5384615384615383,0.7675606641123882,0.2656449553001277,0.6845466155810983,0.17879948914431673,0.9425287356321839
Waterloo IA,Waterloo,Iowa,-0.05,0.09,-0.04,-0.02,-0.09,65260,42.49,-92.35,-0.33333333333333337,0.6875,-0.2093023255813954,-0.13043478260869568,-0.5384615384615385,0.06768837803320563,0.9489144316730523,0.140485312899106,0.2515964240102171,0.034482758620689655
Mission TX,Mission,Texas,-0.01,-0.06,-0.03,0.03,-0.02,65215,26.21,-98.32,-0.06666666666666676,-0.25,-0.16279069767441867,0.30434782608695654,-0.17948717948717952,0.367816091954023,0.09578544061302682,0.16219667943805874,0.776500638569604,0.34227330779054915
Framingham MA,Framingham,Massachusetts,-0.03,0.04,-0.03,-0.04,-0.05,65103,42.31,-71.44,-0.19999999999999996,0.375,-0.16279069767441867,-0.30434782608695654,-0.33333333333333337,0.17879948914431673,0.7969348659003831,0.16219667943805874,0.1111111111111111,0.17624521072796934
Eden Prairie MN,Eden Prairie,Minnesota,0.06,-0.07,0.05,0.04,0.01,65076,44.85,-93.46,0.3999999999999999,-0.3125000000000001,0.2093023255813955,0.39130434782608714,-0.02564102564102566,0.9233716475095786,0.06385696040868455,0.6845466155810983,0.8671775223499362,0.5325670498084292
San Clemente CA,San Clemente,California,0.07,-0.05,0.08,-0.04,0.01,64987,33.45,-117.61,0.4666666666666668,-0.1875,0.34883720930232553,-0.30434782608695654,-0.02564102564102566,0.9501915708812261,0.13026819923371646,0.8735632183908046,0.1111111111111111,0.5325670498084292
Taylor MI,Taylor,Michigan,0.04,0.03,0.03,0.03,-0.04,64874,42.23,-83.27,0.26666666666666683,0.3125,0.11627906976744184,0.30434782608695654,-0.28205128205128216,0.8301404853128991,0.7305236270753512,0.5389527458492975,0.776500638569604,0.2260536398467433
Muncie IN,Muncie,Indiana,-0.01,0.02,-0.03,0.08,-0.04,64771,40.2,-85.39,-0.06666666666666676,0.24999999999999978,-0.16279069767441867,0.7391304347826089,-0.28205128205128216,0.367816091954023,0.6564495530012772,0.16219667943805874,0.9897828863346104,0.2260536398467433
Daytona Beach FL,Daytona Beach,Florida,0.02,-0.06,0.07,-0.01,-0.02,64735,29.19,-81.05,0.1333333333333333,-0.25,0.30232558139534893,-0.04347826086956519,-0.17948717948717952,0.6730523627075351,0.09578544061302682,0.8173690932311622,0.3397190293742018,0.34227330779054915
Montebello CA,Montebello,California,0.02,-0.03,0.08,0.02,0.07,64727,34.02,-118.11,0.1333333333333333,-0.0625,0.34883720930232553,0.21739130434782616,0.28205128205128194,0.6730523627075351,0.2656449553001277,0.8735632183908046,0.6743295019157088,0.8403575989782887
Iowa City IA,Iowa City,Iowa,-0.05,0.05,-0.01,-0.06,0.07,64490,41.66,-91.54,-0.33333333333333337,0.4374999999999998,-0.06976744186046513,-0.4782608695652174,0.28205128205128194,0.06768837803320563,0.8326947637292464,0.24521072796934865,0.04469987228607918,0.8403575989782887
Eagan MN,Eagan,Minnesota,0.05,0.02,0.11,-0.01,-0.16,64393,44.82,-93.16,0.3333333333333335,0.24999999999999978,0.4883720930232558,-0.04347826086956519,-0.8974358974358975,0.8837803320561941,0.6564495530012772,0.9655172413793104,0.3397190293742018,0.001277139208173691
Missoula MT,Missoula,Montana,0.02,0,0.02,0.04,0.01,64391,46.87,-114.01,0.1333333333333333,0.125,0.06976744186046502,0.39130434782608714,-0.02564102564102566,0.6730523627075351,0.5108556832694764,0.46360153256704983,0.8671775223499362,0.5325670498084292
North Richland Hills TX,North Richland Hills,Texas,-0.05,0.08,0.01,-0.01,-0.05,64317,32.86,-97.22,-0.33333333333333337,0.625,0.023255813953488413,-0.04347826086956519,-0.33333333333333337,0.06768837803320563,0.929757343550447,0.37420178799489145,0.3397190293742018,0.17624521072796934
Huntington Park CA,Huntington Park,California,-0.03,-0,0.02,-0.02,0.01,64308,33.98,-118.22,-0.19999999999999996,0.125,0.06976744186046502,-0.13043478260869568,-0.02564102564102566,0.17879948914431673,0.5108556832694764,0.46360153256704983,0.2515964240102171,0.5325670498084292
Harlingen TX,Harlingen,Texas,-0.02,0.01,0,-0.02,-0.01,64198,26.2,-97.69,-0.1333333333333333,0.1875,-0.023255813953488413,-0.13043478260869568,-0.1282051282051283,0.2656449553001277,0.5874840357598978,0.3090676883780332,0.2515964240102171,0.40229885057471265
Pittsburg CA,Pittsburg,California,0.01,-0.05,-0.01,0.01,0.03,64106,38.02,-121.89,0.06666666666666665,-0.1875,-0.06976744186046513,0.1304347826086958,0.07692307692307687,0.5632183908045977,0.13026819923371646,0.24521072796934865,0.5593869731800766,0.6564495530012772
Lodi CA,Lodi,California,0.01,0.03,0.04,0.03,0,64068,38.12,-121.29,0.06666666666666665,0.3125,0.16279069767441867,0.30434782608695654,-0.07692307692307698,0.5632183908045977,0.7305236270753512,0.6232439335887612,0.776500638569604,0.4661558109833972
National City CA,National City,California,-0.04,-0.02,-0.01,-0.06,-0.07,64065,32.67,-117.1,-0.2666666666666667,0,-0.06976744186046513,-0.4782608695652174,-0.435897435897436,0.10983397190293742,0.3397190293742018,0.24521072796934865,0.04469987228607918,0.08939974457215837
Springfield OH,Springfield,Ohio,-0.03,0.01,0.01,0.05,-0.08,63915,39.93,-83.8,-0.19999999999999996,0.1875,0.023255813953488413,0.4782608695652173,-0.4871794871794872,0.17879948914431673,0.5874840357598978,0.37420178799489145,0.9169859514687101,0.06513409961685823
Monterey Park CA,Monterey Park,California,-0.04,0.05,0.05,-0.07,-0.04,63766,34.05,-118.13,-0.2666666666666667,0.4374999999999998,0.2093023255813955,-0.5652173913043479,-0.28205128205128216,0.10983397190293742,0.8326947637292464,0.6845466155810983,0.02554278416347382,0.2260536398467433
Kennewick WA,Kennewick,Washington,0.04,-0.02,0.01,0.02,-0.04,63593,46.2,-119.17,0.26666666666666683,0,0.023255813953488413,0.21739130434782616,-0.28205128205128216,0.8301404853128991,0.3397190293742018,0.37420178799489145,0.6743295019157088,0.2260536398467433
Camarillo CA,Camarillo,California,-0.01,0.01,0.05,0.01,-0.03,63560,34.22,-119.03,-0.06666666666666676,0.1875,0.2093023255813955,0.1304347826086958,-0.23076923076923084,0.367816091954023,0.5874840357598978,0.6845466155810983,0.5593869731800766,0.2848020434227331
Rockville MD,Rockville,Maryland,-0.01,-0.04,0.02,-0.03,0.02,63516,39.08,-77.15,-0.06666666666666676,-0.1250000000000001,0.06976744186046502,-0.21739130434782605,0.02564102564102555,0.367816091954023,0.19284802043422733,0.46360153256704983,0.17879948914431673,0.5951468710089399
Edinburg TX,Edinburg,Texas,0.09,-0.12,0.02,0.03,0.03,63193,26.3,-98.16,0.6000000000000001,-0.625,0.06976744186046502,0.30434782608695654,0.07692307692307687,0.9719029374201787,0.011494252873563218,0.46360153256704983,0.776500638569604,0.6564495530012772
Layton UT,Layton,Utah,-0.02,-0.04,0.22,0.09,-0.07,63096,41.08,-111.95,-0.1333333333333333,-0.1250000000000001,1,0.8260869565217392,-0.435897435897436,0.2656449553001277,0.19284802043422733,1,0.9923371647509579,0.08939974457215837
Eau Claire WI,Eau Claire,Wisconsin,-0.06,0,0.06,-0.01,-0.04,63049,44.82,-91.49,-0.4,0.125,0.2558139534883721,-0.04347826086956519,-0.28205128205128216,0.0421455938697318,0.5108556832694764,0.7535121328224776,0.3397190293742018,0.2260536398467433
Oshkosh WI,Oshkosh,Wisconsin,-0.01,0.07,0.04,-0.04,-0.12,62967,44.02,-88.55,-0.06666666666666676,0.5625,0.16279069767441867,-0.30434782608695654,-0.6923076923076923,0.367816091954023,0.9003831417624522,0.6232439335887612,0.1111111111111111,0.006385696040868455
Portland ME,Portland,Maine,-0.03,0.12,-0.05,-0.04,0.11,62882,43.66,-70.28,-0.19999999999999996,0.875,-0.2558139534883722,-0.30434782608695654,0.487179487179487,0.17879948914431673,0.9897828863346104,0.1111111111111111,0.1111111111111111,0.9310344827586207
Coon Rapids MN,Coon Rapids,Minnesota,-0.01,-0.01,0.09,0,-0.09,62711,45.17,-93.31,-0.06666666666666676,0.06249999999999978,0.39534883720930236,0.04347826086956519,-0.5384615384615385,0.367816091954023,0.43167305236270753,0.9080459770114943,0.46998722860791825,0.034482758620689655
Milpitas CA,Milpitas,California,0.04,-0.01,0.03,-0.06,0,62671,37.43,-121.89,0.26666666666666683,0.06249999999999978,0.11627906976744184,-0.4782608695652174,-0.07692307692307698,0.8301404853128991,0.43167305236270753,0.5389527458492975,0.04469987228607918,0.4661558109833972
Lafayette IN,Lafayette,Indiana,-0.05,0.06,0.01,0.01,-0.04,62589,40.41,-86.87,-0.33333333333333337,0.5,0.023255813953488413,0.1304347826086958,-0.28205128205128216,0.06768837803320563,0.876117496807152,0.37420178799489145,0.5593869731800766,0.2260536398467433
Jackson TN,Jackson,Tennessee,0.03,-0.02,0.08,0.05,-0.01,62552,35.63,-88.83,0.19999999999999996,0,0.34883720930232553,0.4782608695652173,-0.1282051282051283,0.7675606641123882,0.3397190293742018,0.8735632183908046,0.9169859514687101,0.40229885057471265
Dothan AL,Dothan,Alabama,0.04,-0.04,-0.01,0,0.05,62449,31.24,-85.41,0.26666666666666683,-0.1250000000000001,-0.06976744186046513,0.04347826086956519,0.1794871794871793,0.8301404853128991,0.19284802043422733,0.24521072796934865,0.46998722860791825,0.7586206896551724
Rapid City SD,Rapid City,South Dakota,-0.01,0.01,-0.01,0,-0.06,62302,44.08,-103.23,-0.06666666666666676,0.1875,-0.06976744186046513,0.04347826086956519,-0.3846153846153847,0.367816091954023,0.5874840357598978,0.24521072796934865,0.46998722860791825,0.12643678160919541
Victoria TX,Victoria,Texas,0.05,0.01,0.07,0.06,0,62296,28.82,-96.98,0.3333333333333335,0.1875,0.30232558139534893,0.5652173913043479,-0.07692307692307698,0.8837803320561941,0.5874840357598978,0.8173690932311622,0.9578544061302682,0.4661558109833972
Encinitas CA,Encinitas,California,-0.01,0.01,0,-0.04,0.12,62273,33.05,-117.26,-0.06666666666666676,0.1875,-0.023255813953488413,-0.30434782608695654,0.5384615384615383,0.367816091954023,0.5874840357598978,0.3090676883780332,0.1111111111111111,0.9425287356321839
Maple Grove MN,Maple Grove,Minnesota,-0.03,-0,0.05,-0.04,-0.08,62021,45.11,-93.46,-0.19999999999999996,0.125,0.2093023255813955,-0.30434782608695654,-0.4871794871794872,0.17879948914431673,0.5108556832694764,0.6845466155810983,0.1111111111111111,0.06513409961685823
Janesville WI,Janesville,Wisconsin,-0.02,0.04,0.03,0.06,-0.02,61952,42.68,-89.02,-0.1333333333333333,0.375,0.11627906976744184,0.5652173913043479,-0.17948717948717952,0.2656449553001277,0.7969348659003831,0.5389527458492975,0.9578544061302682,0.34227330779054915
Marietta GA,Marietta,Georgia,0.02,-0.01,-0.02,-0.03,0.03,61946,33.95,-84.54,0.1333333333333333,0.06249999999999978,-0.11627906976744184,-0.21739130434782605,0.07692307692307687,0.6730523627075351,0.43167305236270753,0.20178799489144317,0.17879948914431673,0.6564495530012772
Haverhill MA,Haverhill,Massachusetts,0.04,0.04,0.01,-0.08,0.02,61928,42.78,-71.09,0.26666666666666683,0.375,0.023255813953488413,-0.6521739130434783,0.02564102564102555,0.8301404853128991,0.7969348659003831,0.37420178799489145,0.017879948914431672,0.5951468710089399
Rock Hill SC,Rock Hill,South Carolina,-0.06,0.09,-0.03,-0.02,0.01,61899,34.94,-81.03,-0.4,0.6875,-0.16279069767441867,-0.13043478260869568,-0.02564102564102566,0.0421455938697318,0.9489144316730523,0.16219667943805874,0.2515964240102171,0.5325670498084292
Gaithersburg MD,Gaithersburg,Maryland,-0.02,0.01,0,-0.06,0.01,61649,39.14,-77.22,-0.1333333333333333,0.1875,-0.023255813953488413,-0.4782608695652174,-0.02564102564102566,0.2656449553001277,0.5874840357598978,0.3090676883780332,0.04469987228607918,0.5325670498084292
Concord NC,Concord,North Carolina,-0,-0.04,0.06,0,0.04,61640,35.41,-80.59,0,-0.1250000000000001,0.2558139534883721,0.04347826086956519,0.1282051282051282,0.48148148148148145,0.19284802043422733,0.7535121328224776,0.46998722860791825,0.7113665389527458
Loveland CO,Loveland,Colorado,0.01,-0.05,0.1,0.02,0.06,61578,40.42,-105.07,0.06666666666666665,-0.1875,0.4418604651162792,0.21739130434782616,0.23076923076923062,0.5632183908045977,0.13026819923371646,0.9425287356321839,0.6743295019157088,0.7994891443167306
Gardena CA,Gardena,California,-0.02,0.03,-0.02,-0.03,-0.03,61550,33.89,-118.3,-0.1333333333333333,0.3125,-0.11627906976744184,-0.21739130434782605,-0.23076923076923084,0.2656449553001277,0.7305236270753512,0.20178799489144317,0.17879948914431673,0.2848020434227331
Hamilton OH,Hamilton,Ohio,-0.06,0.04,-0.04,0.04,-0.08,61527,39.39,-84.56,-0.4,0.375,-0.2093023255813954,0.39130434782608714,-0.4871794871794872,0.0421455938697318,0.7969348659003831,0.140485312899106,0.8671775223499362,0.06513409961685823
Bristol CT,Bristol,Connecticut,-0.02,0.12,-0.06,0,-0.11,61166,41.68,-72.94,-0.1333333333333333,0.875,-0.3023255813953488,0.04347826086956519,-0.6410256410256411,0.2656449553001277,0.9897828863346104,0.08556832694763729,0.46998722860791825,0.01277139208173691
Bossier City LA,Bossier City,Louisiana,0.02,0.04,0.05,0.01,-0.1,60142,32.52,-93.66,0.1333333333333333,0.375,0.2093023255813955,0.1304347826086958,-0.5897435897435899,0.6730523627075351,0.7969348659003831,0.6845466155810983,0.5593869731800766,0.022988505747126436
Rancho Cordova CA,Rancho Cordova,California,-0,-0.02,0.06,0.02,0.02,59972,38.6,-121.3,0,0,0.2558139534883721,0.21739130434782616,0.02564102564102555,0.48148148148148145,0.3397190293742018,0.7535121328224776,0.6743295019157088,0.5951468710089399
Schenectady NY,Schenectady,New York,-0,0.07,-0.05,-0.02,0.14,59930,42.8,-73.93,0,0.5625,-0.2558139534883722,-0.13043478260869568,0.641025641025641,0.48148148148148145,0.9003831417624522,0.1111111111111111,0.2515964240102171,0.966794380587484
La Habra CA,La Habra,California,0.07,-0.04,0.05,-0.02,0.02,59799,33.93,-117.95,0.4666666666666668,-0.1250000000000001,0.2093023255813955,-0.13043478260869568,0.02564102564102555,0.9501915708812261,0.19284802043422733,0.6845466155810983,0.2515964240102171,0.5951468710089399
Shawnee KS,Shawnee,Kansas,-0.04,0.02,0.03,0,-0.04,59626,39.02,-94.8,-0.2666666666666667,0.24999999999999978,0.11627906976744184,0.04347826086956519,-0.28205128205128216,0.10983397190293742,0.6564495530012772,0.5389527458492975,0.46998722860791825,0.2260536398467433
Warner Robins GA,Warner Robins,Georgia,0.05,0.04,0,0.01,-0.02,59593,32.61,-83.63,0.3333333333333335,0.375,-0.023255813953488413,0.1304347826086958,-0.17948717948717952,0.8837803320561941,0.7969348659003831,0.3090676883780332,0.5593869731800766,0.34227330779054915
Meriden CT,Meriden,Connecticut,-0.01,0.09,-0.04,-0.03,-0.03,59558,41.54,-72.8,-0.06666666666666676,0.6875,-0.2093023255813954,-0.21739130434782605,-0.23076923076923084,0.367816091954023,0.9489144316730523,0.140485312899106,0.17879948914431673,0.2848020434227331
Rocklin CA,Rocklin,California,0.01,-0.07,0.05,0,0.01,59546,38.8,-121.24,0.06666666666666665,-0.3125000000000001,0.2093023255813955,0.04347826086956519,-0.02564102564102566,0.5632183908045977,0.06385696040868455,0.6845466155810983,0.46998722860791825,0.5325670498084292
Bayonne NJ,Bayonne,New Jersey,-0.02,0.07,-0.12,-0.04,0.03,59482,40.66,-74.11,-0.1333333333333333,0.5625,-0.5813953488372093,-0.30434782608695654,0.07692307692307687,0.2656449553001277,0.9003831417624522,0.021711366538952746,0.1111111111111111,0.6564495530012772
Diamond Bar CA,Diamond Bar,California,-0,-0.02,0.03,-0.03,-0.04,59433,34,-117.81,0,0,0.11627906976744184,-0.21739130434782605,-0.28205128205128216,0.48148148148148145,0.3397190293742018,0.5389527458492975,0.17879948914431673,0.2260536398467433
Burnsville MN,Burnsville,Minnesota,-0,-0.03,0.04,-0.05,-0.06,59357,44.76,-93.28,0,-0.0625,0.16279069767441867,-0.3913043478260869,-0.3846153846153847,0.48148148148148145,0.2656449553001277,0.6232439335887612,0.07151979565772669,0.12643678160919541
